,Öğrenci_Bilgisi,Not_Bilgisi
3303,"Smith, Carlos",66.0
3304,"Campbell, Nicholas",85.0
3305,"Brooks, Victoria",72.0
3306,"Douglas, Myra",46.0
3307,"Stevens, Jessica",66.0
3308,"Barrett, Freddie",65.0
3309,"Kelley, Alissa",74.0
3310,"Clark, Martin",89.0
3311,"Clark, Daisy",61.0
3312,"Martin, Carlos",80.0
3313,"Barrett, Eleanor",68.0
3314,"Bailey, Elise",79.0
3315,"Carroll, Preston",64.0
3316,"Russell, Elian",94.0
3317,"Douglas, Jasmine",87.0
3318,"Richards, Valeria",61.0
3319,"Miller, Thomas",24.0
3320,"Hill, Elise",67.0
3321,"Murphy, Arnold",67.0
3322,"Watson, Kristian",55.0
3323,"Johnson, Maria",76.0
3324,"Scott, Victor",70.0
3325,"Harper, James",75.0
3326,"Spencer, Catherine",89.0
3327,"Cole, Briony",39.0
3328,"Bennett, Catherine",87.0
3329,"Miller, Owen",65.0
3330,"Scott, Alisa",33.0
3331,"Harper, Tiana",52.0
3332,"Baker, Amanda",74.0
3333,"Foster, Tess",65.0
3334,"Cunningham, Fenton",83.0
3335,"Gibson, Byron",77.0
3336,"Cunningham, Melanie",50.0
3337,"Kelly, Derek",84.0
3338,"Hall, Annabella",61.0
3339,"Watson, Preston",49.0
3340,"Scott, Tess",82.0
3341,"Cunningham, Daisy",66.0
3342,"Hall, William",75.0
3343,"Brown, Melanie",67.0
3344,"Harper, Patrick",69.0
3345,"Warren, James",36.0
3346,"Barnes, Camila",100.0
3347,"Higgins, Maddie",45.0
3348,"Clark, Tiana",84.0
3349,"Ross, Sawyer",19.0
3350,"Holmes, Eddy",65.0
3351,"Perkins, Victor",53.0
3352,"Johnston, Patrick",61.0
3353,"Watson, Roland",75.0
3354,"Richards, David",58.0
3355,"Brooks, Kelsey",67.0
3356,"Payne, Melanie",84.0
3357,"Richards, Nicholas",62.0
3358,"Tucker, William",63.0
3359,"Martin, Edith",61.0
3360,"Hunt, Cadie",78.0
3361,"Barnes, Garry",93.0
3362,"Tucker, Stuart",83.0
3363,"Wells, Justin",78.0
3364,"Bennett, Garry",87.0
3365,"Hill, Marcus",64.0
3366,"Barnes, Elise",28.0
3367,"Reed, Myra",82.0
3368,"Farrell, Carlos",80.0
3369,"Murray, Sabrina",84.0
3370,"Harper, Amelia",68.0
3371,"Davis, Albert",82.0
3372,"Gibson, Lilianna",50.0
3373,"Turner, Jasmine",69.0
3374,"Myers, Natalie",83.0
3375,"Carroll, Patrick",100.0
3376,"Jones, Marcus",67.0
3377,"Thompson, Kirsten",51.0
3378,"Foster, Albert",72.0
3379,"Thompson, Oscar",85.0
3380,"Perkins, Oscar",78.0
3381,"Harris, Jack",61.0
3382,"Smith, Penelope",69.0
3383,"Brooks, Adrian",52.0
3384,"Richards, Caroline",56.0
3385,"Campbell, Abigail",93.0
3386,"Taylor, Dominik",75.0
3387,"Ryan, Alisa",51.0
3388,"Phillips, Michael",73.0
3389,"Farrell, Patrick",58.0
3390,"Ryan, Lana",78.0
3391,"Dixon, Paige",64.0
3392,"Adams, Reid",97.0
3393,"Douglas, Michael",53.0
3394,"Cole, Rafael",49.0
3395,"Perry, Sarah",91.0
3396,"Morrison, Daniel",76.0
3397,"Holmes, Olivia",55.0
3398,"Richardson, Cadie",86.0
3399,"Murray, Briony",66.0
3400,"Stevens, Fenton",51.0
3401,"Bennett, Brad",79.0
3402,"Ellis, Melissa",87.0
3403,"Cole, Aldus",75.0
3404,"Sullivan, Alexia",65.0
3405,"Hall, Wilson",54.0
3406,"Phillips, Oliver",90.0
3407,"Thompson, Ted",76.0
3408,"Ellis, Roland",50.0
3409,"Thompson, James",79.0
3410,"Hunt, Naomi",46.0
3411,"Harper, Dominik",100.0
3412,"Carter, Belinda",86.0
3413,"Perry, Aida",58.0
3414,"Howard, Freddie",63.0
3415,"Ellis, Dominik",75.0
3416,"Chapman, April",78.0
3417,"Gibson, Olivia",94.0
3418,"Murphy, Sarah",61.0
3419,"Owens, Caroline",79.0
3420,"Mitchell, Ashton",98.0
3421,"Douglas, Ada",91.0
3422,"Ryan, Amber",55.0
3423,"Thompson, Richard",97.0
3424,"Armstrong, Ted",78.0
3425,"Richardson, Samantha",70.0
3426,"Brooks, Vanessa",78.0
3427,"Carter, Edith",85.0
3428,"Watson, Lucas",52.0
3429,"Reed, Sawyer",80.0
3430,"Russell, Patrick",67.0
3431,"Holmes, Isabella",69.0
3432,"Payne, Alexia",72.0
3433,"Cunningham, Agata",54.0
3434,"Alexander, Natalie",70.0
3435,"Crawford, Alexia",43.0
3436,"Smith, Martin",27.0
3437,"Morrison, Cherry",63.0
3438,"Jones, Kellan",78.0
3439,"Campbell, Ashton",44.0
3440,"Barrett, Owen",57.0
3441,"Elliott, Sawyer",75.0
3442,"Payne, Daisy",89.0
3443,"Bennett, Alexia",73.0
3444,"Richards, Alexia",86.0
3445,"Richardson, Brad",44.0
3446,"Morrison, Albert",84.0
3447,"Cunningham, Tony",51.0
3448,"Jones, Brooke",54.0
3449,"Higgins, Tony",71.0
3450,"Mitchell, Jenna",65.0
3451,"Stevens, Ashton",65.0
3452,"Cameron, Aida",82.0
3453,"Watson, Lucia",83.0
3454,"Ross, Preston",86.0
3455,"Douglas, Preston",85.0
3456,"Hawkins, David",84.0
3457,"Carroll, Amanda",83.0
3458,"Ross, Jenna",39.0
3459,"Stevens, Albert",93.0
3460,"Cooper, Cherry",82.0
3461,"Kelley, Ellia",34.0
3462,"Hall, Joyce",92.0
3463,"West, Ashton",74.0
3464,"Murphy, Cherry",80.0
3465,"Miller, Isabella",72.0
3466,"Higgins, Spike",65.0
3467,"Harris, Samantha",55.0
3468,"Turner, April",69.0
3469,"Phillips, Kelsey",63.0
3470,"Ellis, Jared",85.0
3471,"Owens, Isabella",62.0
3472,"Brown, Nicholas",67.0
3473,"Harrison, Arthur",100.0
3474,"Crawford, Ashton",45.0
3475,"Tucker, Preston",78.0
3476,"Johnson, Clark",66.0
3477,"Bennett, Camila",60.0
3478,"Brown, Clark",73.0
3479,"Turner, Charlotte",62.0
3480,"Scott, Julia",100.0
3481,"Dixon, Elian",91.0
3482,"Carroll, Isabella",72.0
3483,"Moore, Alexia",73.0
3484,"Armstrong, Spike",74.0
3485,"Myers, Ada",63.0
3486,"Brown, Jack",57.0
3487,"Armstrong, Amelia",65.0
3488,"Cameron, Isabella",59.0
3489,"Phillips, Frederick",100.0
3490,"Tucker, Alexia",97.0
3491,"Chapman, Lily",58.0
3492,"Warren, Myra",64.0
3493,"Warren, Miley",91.0
3494,"Allen, James",82.0
3495,"Smith, Victoria",55.0
3496,"Anderson, Patrick",72.0
3497,"Spencer, Albert",73.0
3498,"Carroll, Tyler",36.0
3499,"Wright, Kelsey",68.0
3500,"Taylor, Alexia",72.0
3501,"Johnson, Sawyer",52.0
3502,"Murphy, Camila",75.0
3503,"Barrett, Chloe",48.0
3504,"Dixon, Patrick",62.0
3505,"Hawkins, Owen",86.0
3506,"Kelley, Penelope",55.0
3507,"Williams, Alissa",59.0
3508,"Spencer, Annabella",48.0
3509,"Hawkins, Arnold",76.0
3510,"Ryan, Joyce",88.0
3511,"Scott, Henry",69.0
3512,"Casey, Patrick",79.0
3513,"Johnston, Alissa",46.0
3514,"Tucker, Freddie",82.0
3515,"Spencer, Rafael",55.0
3516,"Hawkins, Frederick",67.0
3517,"Kelly, Ryan",59.0
3518,"Gray, Myra",68.0
3519,"Farrell, Jessica",80.0
3520,"Smith, Ted",74.0
3521,"Cooper, Adrianna",85.0
3522,"Crawford, Victoria",57.0
3523,"Wilson, Albert",84.0
3524,"West, Catherine",69.0
3525,"Barnes, Lily",56.0
3526,"Jones, Julia",36.0
3527,"Ryan, Natalie",87.0
3528,"Murphy, Sawyer",70.0
3529,"Miller, Byron",51.0
3530,"Williams, Kirsten",67.0
3531,"Cole, Arthur",95.0
3532,"Chapman, Thomas",85.0
3533,"Mitchell, Albert",63.0
3534,"Casey, Oscar",65.0
3535,"Scott, Dominik",67.0
3536,"Casey, Naomi",54.0
3537,"Morrison, Carlos",66.0
3538,"Allen, Caroline",81.0
3539,"Myers, Jasmine",51.0
3540,"Smith, Melissa",83.0
3541,"Cunningham, Lana",68.0
3542,"Kelly, Adam",43.0
3543,"Murray, Spike",78.0
3544,"Armstrong, Jack",68.0
3545,"Adams, Lily",46.0
3546,"Stewart, Myra",62.0
3547,"Richardson, Eddy",100.0
3548,"Alexander, Victoria",88.0
3549,"Howard, Tess",58.0
3550,"Wells, Alissa",49.0
3551,"Harris, Jessica",93.0
3552,"Crawford, Aldus",56.0
3553,"Johnson, Jack",59.0
3554,"Howard, Abigail",76.0
3555,"Barnes, William",62.0
3556,"Turner, Elise",45.0
3557,"Williams, Melissa",66.0
3558,"Riley, Chloe",73.0
3559,"Anderson, Wilson",61.0
3560,"Wells, Antony",53.0
3561,"Russell, Cherry",78.0
3562,"Jones, Alisa",85.0
3563,"Ryan, Daisy",100.0
3564,"Douglas, Steven",61.0
3565,"Douglas, Charlotte",98.0
3566,"Hall, Cherry",29.0
3567,"Phillips, Edgar",51.0
3568,"Murphy, Catherine",60.0
3569,"Wright, Derek",81.0
3570,"Murray, Elian",77.0
3571,"Kelley, Victoria",82.0
3572,"Chapman, Catherine",69.0
3573,"Cunningham, Charlotte",60.0
3574,"Myers, Kellan",52.0
3575,"Baker, Alissa",56.0
3576,"Dixon, Thomas",83.0
3577,"Brooks, Wilson",94.0
3578,"Cooper, Owen",55.0
3579,"Turner, Nicholas",61.0
3580,"Johnson, Melissa",55.0
3581,"Cunningham, Owen",88.0
3582,"Carter, Byron",82.0
3583,"Ross, Daniel",90.0
3584,"Armstrong, Eddy",32.0
3585,"Roberts, Oliver",87.0
3586,"Gibson, Daniel",78.0
3587,"Mitchell, Brad",49.0
3588,"Williams, Wilson",85.0
3589,"Fowler, Daniel",71.0
3590,"Murphy, Naomi",85.0
3591,"Smith, Alen",87.0
3592,"Murphy, Dominik",77.0
3593,"Murphy, Aldus",45.0
3594,"Alexander, Sarah",69.0
3595,"Barnes, Rubie",74.0
3596,"Thompson, Charlotte",58.0
3597,"Russell, Catherine",67.0
3598,"Cole, David",98.0
3599,"West, Jack",78.0
3600,"Wilson, Oscar",55.0
3601,"Owens, Kelvin",48.0
3602,"Gibson, Caroline",55.0
3603,"Brown, Gianna",32.0
3604,"Douglas, Brad",72.0
3605,"Higgins, Samantha",64.0
3606,"Elliott, Paige",77.0
3607,"Hunt, Arthur",43.0
3608,"Harris, Stuart",68.0
3609,"Watson, Clark",68.0
3610,"Baker, Sabrina",97.0
3611,"Allen, Maximilian",64.0
3612,"Tucker, Anna",98.0
3613,"Gray, Catherine",100.0
3614,"Cunningham, Julia",81.0
3615,"Riley, Adrianna",68.0
3616,"Foster, Jack",56.0
3617,"Harris, Emma",61.0
3618,"Taylor, Kelsey",40.0
3619,"Payne, Victor",52.0
3620,"Howard, Rafael",72.0
3621,"Payne, Amelia",65.0
3622,"Brown, Joyce",71.0
3623,"Harper, Sarah",78.0
3624,"Allen, Jasmine",55.0
3625,"Chapman, Miley",64.0
3626,"Wilson, Natalie",73.0
3627,"Smith, Ashton",80.0
3628,"Brooks, Tara",100.0
3629,"Brown, Jenna",97.0
3630,"Gibson, Alisa",60.0
3631,"Cooper, Briony",81.0
3632,"Alexander, Kirsten",99.0
3633,"Elliott, Reid",57.0
3634,"Clark, Albert",90.0
3635,"Wells, James",62.0
3636,"Cooper, Amanda",73.0
3637,"Williams, Owen",62.0
3638,"Ferguson, Ted",59.0
3639,"Hawkins, Victoria",76.0
3640,"Clark, Carina",77.0
3641,"Ferguson, Justin",74.0
3642,"Richardson, Aida",33.0
3643,"Farrell, Freddie",77.0
3644,"Perry, Edith",70.0
3645,"Richardson, Jared",100.0
3646,"Reed, Lily",71.0
3647,"Gray, Victor",72.0
3648,"Myers, Roland",65.0
3649,"Thompson, Julia",54.0
3650,"Payne, Kellan",49.0
3651,"Adams, Wilson",48.0
3652,"Chapman, Amanda",85.0
3653,"Hunt, Steven",67.0
3654,"Thompson, Edith",68.0
3655,"Payne, Nicholas",85.0
3656,"Hill, Patrick",79.0
3657,"Hill, Naomi",58.0
3658,"Kelley, Clark",73.0
3659,"Brooks, Lily",73.0
3660,"Farrell, Emma",75.0
3661,"Perry, Brad",55.0
3662,"Mitchell, Melissa",74.0
3663,"Thompson, David",90.0
3664,"Henderson, Marcus",49.0
3665,"Wells, Elian",74.0
3666,"Barnes, Ada",100.0
3667,"Ferguson, Anna",78.0
3668,"Ferguson, Patrick",72.0
3669,"Evans, Reid",89.0
3670,"Stevens, Frederick",73.0
3671,"Spencer, Ashton",73.0
3672,"Stewart, Valeria",49.0
3673,"West, Kirsten",59.0
3674,"Anderson, Stuart",92.0
3675,"Foster, Kirsten",89.0
3676,"Clark, Edith",49.0
3677,"Ferguson, Preston",84.0
3678,"Johnson, Eddy",40.0
3679,"Kelley, Amy",100.0
3680,"Farrell, Ryan",100.0
3681,"Payne, Maria",90.0
3682,"Barrett, William",60.0
3683,"Fowler, Bruce",97.0
3684,"Miller, Vivian",76.0
3685,"Casey, Emma",56.0
3686,"Kelley, Daniel",82.0
3687,"Baker, Alisa",50.0
3688,"Holmes, Lucas",77.0
3689,"Adams, Ted",62.0
3690,"Dixon, David",89.0
3691,"Chapman, Maximilian",76.0
3692,"Hall, Caroline",95.0
3693,"Henderson, Alford",61.0
3694,"Brooks, Melanie",58.0
3695,"Russell, Jared",91.0
3696,"Carter, Tyler",87.0
3697,"Brown, Brooke",57.0
3698,"Bennett, Myra",85.0
3699,"Gibson, Melissa",91.0
3700,"Murray, Charlotte",50.0
3701,"Phillips, Cadie",62.0
3702,"Gibson, Catherine",69.0
3703,"Holmes, Lucia",48.0
3704,"Thompson, Dominik",42.0
3705,"Cameron, Garry",52.0
3706,"Miller, Patrick",72.0
3707,"Hill, Bruce",93.0
3708,"Holmes, Carina",85.0
3709,"Murray, Ashton",100.0
3710,"Morrison, Wilson",70.0
3711,"Hunt, Kimberly",74.0
3712,"Warren, David",63.0
3713,"Anderson, Victoria",57.0
3714,"Holmes, Paige",88.0
3715,"Owens, Maddie",81.0
3716,"West, Sabrina",53.0
3717,"Ferguson, Naomi",52.0
3718,"Wright, Daryl",79.0
3719,"Ross, Tony",54.0
3720,"Foster, Brooke",87.0
3721,"Dixon, Julia",54.0
3722,"Harper, Spike",59.0
3723,"Anderson, Melanie",100.0
3724,"Watson, Ryan",71.0
3725,"Harrison, Jessica",70.0
3726,"Brown, Aida",47.0
3727,"Ross, James",76.0
3728,"Wilson, Lucia",68.0
3729,"Wells, Charlie",94.0
3730,"Kelly, Jack",70.0
3731,"Murray, Lana",56.0
3732,"Spencer, Tiana",70.0
3733,"Smith, Kirsten",78.0
3734,"Perry, Kristian",60.0
3735,"Ellis, Aldus",38.0
3736,"Warren, Naomi",75.0
3737,"Harrison, Melissa",70.0
3738,"Stevens, Kristian",99.0
3739,"Evans, Oliver",46.0
3740,"Myers, Alan",84.0
3741,"Douglas, Elian",74.0
3742,"Martin, Annabella",60.0
3743,"Stewart, Alen",58.0
3744,"Stewart, Rubie",61.0
3745,"Henderson, Eddy",100.0
3746,"Perkins, Kristian",74.0
3747,"Howard, Natalie",100.0
3748,"Kelley, Rafael",40.0
3749,"Kelley, Lilianna",61.0
3750,"Hawkins, Agata",45.0
3751,"Moore, Abigail",51.0
3752,"Hawkins, Abigail",45.0
3753,"Turner, Alan",88.0
3754,"Wilson, Daryl",69.0
3755,"Howard, Carina",26.0
3756,"Davis, Garry",65.0
3757,"Armstrong, Julia",73.0
3758,"Allen, Amber",95.0
3759,"Warren, Lily",64.0
3760,"Evans, Lucas",54.0
3761,"Reed, Fenton",55.0
3762,"Owens, William",96.0
3763,"Phillips, Alisa",83.0
3764,"Myers, James",75.0
3765,"Baker, Michael",74.0
3766,"Harper, Victoria",77.0
3767,"Stewart, Jasmine",98.0
3768,"Wilson, Tony",40.0
3769,"Thompson, Sarah",79.0
3770,"Elliott, Alexia",55.0
3771,"Russell, Penelope",83.0
3772,"Higgins, Alexia",77.0
3773,"Adams, Sabrina",52.0
3774,"Harris, Eddy",65.0
3775,"Johnson, Emma",62.0
3776,"Stewart, Jenna",61.0
3777,"Barrett, Jack",100.0
3778,"Bennett, Annabella",59.0
3779,"Warren, Tiana",41.0
3780,"Baker, Amelia",73.0
3781,"Bailey, Melanie",68.0
3782,"Evans, Adrianna",72.0
3783,"Miller, Melissa",69.0
3784,"Hill, Dominik",46.0
3785,"Barnes, Catherine",45.0
3786,"West, Oscar",52.0
3787,"Clark, Jack",73.0
3788,"Owens, Sabrina",75.0
3789,"Roberts, Sawyer",77.0
3790,"Morrison, Thomas",47.0
3791,"Elliott, Natalie",92.0
3792,"Warren, Nicholas",83.0
3793,"Richards, Kimberly",91.0
3794,"Kelly, Tiana",100.0
3795,"Barnes, Edgar",78.0
3796,"Campbell, Lily",81.0
3797,"Allen, Joyce",65.0
3798,"Carroll, Stuart",71.0
3799,"Carter, Richard",72.0
3800,"Johnson, Julia",73.0
3801,"Holmes, Cadie",56.0
3802,"West, Rafael",67.0
3803,"Campbell, Ellia",76.0
3804,"Gibson, Alissa",61.0
3805,"Kelly, Alexia",61.0
3806,"Kelly, Briony",52.0
3807,"Hill, Brad",63.0
3808,"Gibson, Gianna",60.0
3809,"Brooks, Sarah",50.0
3810,"Johnston, Vivian",61.0
3811,"Davis, Alissa",83.0
3812,"Morrison, Caroline",63.0
3813,"Barnes, Brad",84.0
3814,"Hawkins, Charlie",71.0
3815,"Payne, Penelope",53.0
3816,"Howard, Vivian",69.0
3817,"Ryan, Maria",57.0
3818,"Smith, Catherine",58.0
3819,"Allen, Valeria",68.0
3820,"Williams, Arthur",74.0
3821,"Cole, Adrian",67.0
3822,"Johnson, Carlos",60.0
3823,"Gray, Marcus",39.0
3824,"Ferguson, Victor",54.0
3825,"Sullivan, Ellia",46.0
3826,"Wells, Edith",79.0
3827,"Crawford, Richard",54.0
3828,"Carroll, Rubie",86.0
3829,"Gray, Jessica",48.0
3830,"Warren, Kimberly",100.0
3831,"Hunt, Daryl",67.0
3832,"Cameron, Rafael",58.0
3833,"Howard, Lily",87.0
3834,"Kelly, Daisy",83.0
3835,"Crawford, April",53.0
3836,"Perkins, Henry",51.0
3837,"Morrison, Vivian",82.0
3838,"Davis, Abigail",62.0
3839,"Allen, Amy",67.0
3840,"Crawford, Nicholas",77.0
3841,"Spencer, Reid",47.0
3842,"Evans, Oscar",69.0
3843,"Ferguson, Kellan",79.0
3844,"Roberts, Olivia",85.0
3845,"Jones, Chloe",52.0
3846,"Cunningham, William",72.0
3847,"Hunt, Charlie",64.0
3848,"Richardson, Amber",70.0
3849,"Brown, Carina",77.0
3850,"Holmes, Wilson",70.0
3851,"Anderson, Ada",49.0
3852,"Casey, Vivian",86.0
3853,"Wells, Oscar",93.0
3854,"Payne, Byron",76.0
3855,"Stewart, Amanda",72.0
3856,"Carroll, Alan",65.0
3857,"Alexander, Aida",100.0
3858,"Baker, Kellan",46.0
3859,"Carter, Julia",60.0
3860,"Wilson, Cherry",76.0
3861,"Warren, Brooke",89.0
3862,"Holmes, Amanda",58.0
3863,"Smith, Aida",62.0
3864,"Scott, Caroline",86.0
3865,"Martin, Ryan",62.0
3866,"Martin, Brooke",46.0
3867,"Payne, Kelsey",70.0
3868,"Owens, Ellia",80.0
3869,"Fowler, April",62.0
3870,"Murphy, Elise",73.0
3871,"Stewart, Alisa",60.0
3872,"West, Tony",85.0
3873,"Mitchell, Ryan",86.0
3874,"Murray, Marcus",59.0
3875,"Richards, Ashton",81.0
3876,"Smith, Tony",76.0
3877,"Carter, Myra",82.0
3878,"Campbell, Olivia",72.0
3879,"Howard, Amanda",95.0
3880,"Turner, Preston",46.0
3881,"Holmes, Anna",76.0
3882,"Hawkins, Eleanor",68.0
3883,"Stevens, Cadie",66.0
3884,"Wells, Cadie",33.0
3885,"Morrison, Edith",72.0
3886,"Roberts, Lilianna",81.0
3887,"Higgins, Ted",85.0
3888,"Jones, Caroline",71.0
3889,"Perkins, Jared",63.0
3890,"Ellis, Carina",91.0
3891,"Watson, Edgar",86.0
3892,"Hawkins, Spike",72.0
3893,"Jones, Naomi",62.0
3894,"Gray, Lucas",49.0
3895,"Crawford, Vanessa",75.0
3896,"Chapman, Aida",58.0
3897,"Ellis, Daisy",74.0
3898,"Carter, Tiana",55.0
3899,"Cunningham, Vivian",69.0
3900,"Perkins, Alen",60.0
3901,"Mitchell, Adam",71.0
3902,"Richards, Kelsey",68.0
3903,"Myers, Kelsey",71.0
3904,"Elliott, Jack",65.0
3905,"Harris, Jasmine",90.0
3906,"Adams, Oliver",70.0
3907,"Ferguson, Victoria",53.0
3908,"Roberts, Byron",60.0
3909,"Phillips, James",52.0
3910,"Phillips, Amelia",61.0
3911,"Clark, Adam",82.0
3912,"Clark, Lucia",54.0
3913,"Armstrong, Camila",56.0
3914,"West, Annabella",54.0
3915,"Harrison, Daisy",98.0
3916,"Cameron, Maria",55.0
3917,"Richards, Sarah",74.0
3918,"Johnston, Emma",75.0
3919,"West, Miley",86.0
3920,"Thompson, Tara",52.0
3921,"Douglas, Vivian",62.0
3922,"Carroll, Alen",60.0
3923,"Ross, Wilson",82.0
3924,"Perry, James",67.0
3925,"Farrell, Paige",68.0
3926,"Adams, Charlie",43.0
3927,"Williams, David",85.0
3928,"Turner, Stella",55.0
3929,"Stevens, Jenna",45.0
3930,"Carroll, Arnold",76.0
3931,"Hill, Nicholas",69.0
3932,"Ryan, Victoria",99.0
3933,"Wells, Bruce",92.0
3934,"Ferguson, Oscar",85.0
3935,"Gibson, Ryan",63.0
3936,"Watson, Albert",43.0
3937,"Turner, Maddie",76.0
3938,"Payne, Kelvin",59.0
3939,"Cooper, Joyce",78.0
3940,"Perry, Richard",43.0
3941,"West, Albert",82.0
3942,"Brooks, Melissa",80.0
3943,"Fowler, Melanie",82.0
3944,"Roberts, Freddie",68.0
3945,"Foster, Alan",44.0
3946,"Johnston, Maria",53.0
3947,"Brown, Walter",36.0
3948,"Douglas, Ellia",80.0
3949,"Sullivan, Melissa",55.0
3950,"Casey, April",29.0
3951,"Williams, Kimberly",61.0
3952,"Baker, Vanessa",69.0
3953,"Moore, Rafael",42.0
3954,"Mitchell, Charlie",65.0
3955,"Spencer, Chloe",68.0
3956,"Miller, Marcus",57.0
3957,"Armstrong, Jenna",66.0
3958,"Anderson, Fenton",71.0
3959,"Ferguson, Natalie",99.0
3960,"Owens, Samantha",67.0
3961,"Dixon, Byron",77.0
3962,"Adams, Annabella",55.0
3963,"Farrell, Derek",55.0
3964,"Barrett, Marcus",43.0
3965,"Taylor, Briony",82.0
3966,"Hall, Brooke",40.0
3967,"Wilson, Jenna",68.0
3968,"Martin, Victor",64.0
3969,"Harrison, Martin",62.0
3970,"Campbell, Tiana",82.0
3971,"Elliott, Anna",74.0
3972,"Thompson, Tony",67.0
3973,"Adams, Belinda",75.0
3974,"Evans, James",80.0
3975,"Bailey, Jenna",57.0
3976,"Adams, Tess",67.0
3977,"Allen, Vanessa",88.0
3978,"Roberts, Wilson",74.0
3979,"Hill, Annabella",65.0
3980,"Murray, Justin",70.0
3981,"Evans, Lucia",69.0
3982,"Ferguson, James",51.0
3983,"Warren, Melissa",55.0
3984,"Thompson, Sawyer",100.0
3985,"Hall, Roland",85.0
3986,"Ellis, Lucas",56.0
3987,"Douglas, Martin",72.0
3988,"Hall, Kristian",60.0
3989,"Bennett, Preston",86.0
3990,"Chapman, Owen",82.0
3991,"Davis, Anna",70.0
3992,"Payne, Lucia",42.0
3993,"Murphy, Julia",34.0
3994,"Kelley, Ryan",100.0
3995,"Barrett, Samantha",86.0
3996,"Armstrong, Lily",85.0
3997,"Murphy, Olivia",86.0
3998,"Farrell, Ellia",65.0
3999,"Hall, Eleanor",48.0
4000,"Stewart, Ada",62.0
4001,"Reed, Natalie",93.0
4002,"Carroll, Justin",80.0
4003,"Davis, David",78.0
4004,"Roberts, Patrick",59.0
4005,"Barrett, Dominik",80.0
4006,"Bailey, David",69.0
4007,"Reed, Kirsten",94.0
4008,"Hunt, Henry",80.0
4009,"Murphy, Eleanor",67.0
4010,"Bailey, Oscar",79.0
4011,"Perry, Arthur",83.0
4012,"Wilson, Kelsey",83.0
4013,"Hunt, Fenton",70.0
4014,"Farrell, Tony",97.0
4015,"Morrison, Tyler",75.0
4016,"Harper, Kelvin",50.0
4017,"Phillips, Miley",83.0
4018,"Alexander, Aldus",44.0
4019,"Casey, Kellan",39.0
4020,"Kelley, Ada",67.0
4021,"Reed, Chloe",64.0
4022,"Johnson, Anna",28.0
4023,"Richards, Arnold",60.0
4024,"Henderson, Victoria",58.0
4025,"Cole, Kellan",62.0
4026,"Cameron, Tiana",69.0
4027,"Murphy, Rubie",89.0
4028,"Morrison, Nicholas",72.0
4029,"Morrison, Ashton",86.0
4030,"Cole, Albert",80.0
4031,"Taylor, Lilianna",61.0
4032,"Henderson, Kellan",78.0
4033,"Cameron, Lana",81.0
4034,"Evans, Thomas",71.0
4035,"Harper, Isabella",81.0
4036,"Turner, Amy",81.0
4037,"Fowler, Justin",44.0
4038,"Hall, Justin",79.0
4039,"Gray, Daniel",79.0
4040,"Perkins, Ted",61.0
4041,"Morrison, Eddy",39.0
4042,"Alexander, Tess",85.0
4043,"Wells, Alisa",67.0
4044,"Perry, Alen",68.0
4045,"Riley, Lucia",68.0
4046,"Chapman, Amy",66.0
4047,"Chapman, Samantha",63.0
4048,"Bailey, Daisy",72.0
4049,"Casey, Edith",61.0
4050,"Wright, Dominik",64.0
4051,"Richards, Jenna",56.0
4052,"Dixon, Martin",89.0
4053,"Adams, Carlos",81.0
4054,"Reed, William",61.0
4055,"Scott, Emma",76.0
4056,"Elliott, Freddie",75.0
4057,"Hill, Tyler",100.0
4058,"Wright, Reid",69.0
4059,"Richards, Joyce",60.0
4060,"Clark, Nicholas",68.0
4061,"Allen, Paige",84.0
4062,"Ellis, Catherine",56.0
4063,"Warren, George",47.0
4064,"Johnston, Sarah",85.0
4065,"Bailey, Ted",55.0
4066,"Davis, Annabella",69.0
4067,"Richardson, Kimberly",67.0
4068,"Wilson, Camila",67.0
4069,"Cameron, Daniel",68.0
4070,"Hall, Lana",51.0
4071,"Bennett, Elian",65.0
4072,"Wells, Jack",67.0
4073,"Richards, Kristian",80.0
4074,"Brooks, Arnold",84.0
4075,"Moore, Eleanor",65.0
4076,"Alexander, Eleanor",89.0
4077,"Mitchell, Michael",75.0
4078,"Warren, Fenton",64.0
4079,"Martin, Antony",90.0
4080,"Cooper, Antony",80.0
4081,"Russell, Agata",60.0
4082,"Kelley, William",64.0
4083,"Spencer, Arthur",52.0
4084,"Scott, Olivia",69.0
4085,"Kelley, Alan",62.0
4086,"Russell, Kristian",65.0
4087,"Wright, Sabrina",83.0
4088,"Brooks, Naomi",100.0
4089,"Carter, Garry",85.0
4090,"West, Olivia",97.0
4091,"Hawkins, Henry",56.0
4092,"Clark, Ellia",54.0
4093,"Johnson, Wilson",77.0
4094,"Crawford, Belinda",79.0
4095,"Cameron, Sawyer",68.0
4096,"Cunningham, Ryan",49.0
4097,"Carroll, Joyce",74.0
4098,"Williams, Caroline",86.0
4099,"West, Maria",69.0
4100,"Murphy, Ashton",78.0
4101,"Cooper, Byron",86.0
4102,"Roberts, Maximilian",54.0
4103,"Murray, Maddie",93.0
4104,"Alexander, Alen",82.0
4105,"Payne, Reid",65.0
4106,"Perry, Lucia",91.0
4107,"Hall, Rafael",68.0
4108,"Roberts, Clark",83.0
4109,"Wells, Marcus",46.0
4110,"Barrett, Kimberly",65.0
4111,"Miller, Rubie",81.0
4112,"Stevens, Garry",74.0
4113,"Moore, Alford",65.0
